gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	countryCode	locality	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
2012984171	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/20916098	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	MQ		28eb1a3f-1c15-4a95-931a-4af90ecb574d	14.248677	-60.837098	30968.0						2014-03-06T08:15:00Z	6	3	2014	9789983	9789983	HUMAN_OBSERVATION	iNaturalist	Observations	20916098			2019-03-03T18:18:06Z	CC_BY_NC_4_0	BOURGADE	BOURGADE			2019-03-19T21:29:12.619Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2006612158	cece4fc2-1fec-4bb5-a335-7252548e3f0b	urn:catalog:CAS:HERP:263612	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	US	Monterey Bay, 4 mi N of Monterey	66522820-055c-11d8-b84e-b8a03c50a862	36.636228	-121.836858			3.0				1961-01-01T00:00:00Z			1961	9789983	9789983	PRESERVED_SPECIMEN	CAS	HERP	263612	RB-257	R. Bandar	1961-01-01T00:00:00Z	CC0_1_0		R. Bandar			2019-03-06T20:00:34.856Z		ELEVATION_NON_NUMERIC;COORDINATE_ROUNDED
2006612151	cece4fc2-1fec-4bb5-a335-7252548e3f0b	urn:catalog:CAS:HERP:263611	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	US	Point Reyes National Seashore, N end of of RCA Beach, just S of Arroyo Hondo Creek.	66522820-055c-11d8-b84e-b8a03c50a862	37.924314	-122.736064			3.0				2005-09-01T00:00:00Z		9	2005	9789983	9789983	PRESERVED_SPECIMEN	CAS	HERP	263611	RB-5677	R. Bandar	2005-09-01T00:00:00Z	CC0_1_0		R. Bandar			2019-03-06T20:00:34.853Z		ELEVATION_NON_NUMERIC;COORDINATE_ROUNDED
2006612133	cece4fc2-1fec-4bb5-a335-7252548e3f0b	urn:catalog:CAS:HERP:263456	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	US	Pomponio State Beach	66522820-055c-11d8-b84e-b8a03c50a862	37.293636	-122.407094	1300.0		2.0				1972-08-01T00:00:00Z		8	1972	9789983	9789983	PRESERVED_SPECIMEN	CAS	HERP	263456	RB-2042	R. Bandar	1972-08-01T00:00:00Z	CC0_1_0		R. Bandar			2019-03-06T20:00:34.834Z		ELEVATION_NON_NUMERIC;COORDINATE_ROUNDED
2006612072	cece4fc2-1fec-4bb5-a335-7252548e3f0b	urn:catalog:CAS:HERP:263459	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	US	Golden Gate National Recreation Area, Sutro Baths Beach	66522820-055c-11d8-b84e-b8a03c50a862	37.779594	-122.514339			2.0				1998-09-01T00:00:00Z		9	1998	9789983	9789983	PRESERVED_SPECIMEN	CAS	HERP	263459	RB-4410	R. Bandar	1998-09-01T00:00:00Z	CC0_1_0		R. Bandar			2019-03-06T20:00:34.815Z		ELEVATION_NON_NUMERIC;COORDINATE_ROUNDED
2006612070	cece4fc2-1fec-4bb5-a335-7252548e3f0b	urn:catalog:CAS:HERP:263460	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	US	Golden Gate National Recreation Area, Fort Funston Beach, ca. 100 yds N of hang glider launching pad.	66522820-055c-11d8-b84e-b8a03c50a862	37.714867	-122.504422			2.0				2005-08-01T00:00:00Z		8	2005	9789983	9789983	PRESERVED_SPECIMEN	CAS	HERP	263460	RB-5673	R. Bandar	2005-08-01T00:00:00Z	CC0_1_0		R. Bandar			2019-03-06T20:00:34.835Z		ELEVATION_NON_NUMERIC;COORDINATE_ROUNDED
2005353216	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/20390826	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	CR		28eb1a3f-1c15-4a95-931a-4af90ecb574d	8.386444	-83.215259	31287.0						2019-01-18T14:46:00Z	18	1	2019	9789983	9789983	HUMAN_OBSERVATION	iNaturalist	Observations	20390826			2019-02-16T17:43:20Z	CC_BY_NC_4_0	Mark Wright	Mark Wright			2019-03-19T21:23:58.260Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
2005295185	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/20230373	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	CR		28eb1a3f-1c15-4a95-931a-4af90ecb574d	8.354936	-83.255841	31287.0						2019-01-18T07:22:31Z	18	1	2019	9789983	9789983	HUMAN_OBSERVATION	iNaturalist	Observations	20230373			2019-02-09T16:05:46Z	CC_BY_NC_4_0	dylan_langley	dylan_langley			2019-03-19T21:21:43.616Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1993752372	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/20106965	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	CR		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.346958	-83.505369	31199.0						2013-05-24T00:00:00Z	24	5	2013	9789983	9789983	HUMAN_OBSERVATION	iNaturalist	Observations	20106965			2019-02-05T07:14:13Z	CC_BY_NC_4_0	John C.	John C.			2019-03-19T21:14:21.136Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1991381388	075d0752-d817-498f-8be8-3c7797844fde	POPA_TURTLES_997	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	PT		dfad10f6-d84b-4fa2-b6d0-df2a3eb38b65	38.72	-27.38	1000.0						2003-09-02T09:33:00Z	2	9	2003	9789983	9789983	HUMAN_OBSERVATION	POPA/IMAR	POPA_TURTLES	POPA_TURTLES_997				CC_BY_NC_4_0		popa observers			2019-02-08T14:42:28.835Z		
1991381345	075d0752-d817-498f-8be8-3c7797844fde	POPA_TURTLES_968	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	PT		dfad10f6-d84b-4fa2-b6d0-df2a3eb38b65	38.28	-26.37	1000.0						2003-07-05T08:52:00Z	5	7	2003	9789983	9789983	HUMAN_OBSERVATION	POPA/IMAR	POPA_TURTLES	POPA_TURTLES_968				CC_BY_NC_4_0		popa observers			2019-02-08T14:42:28.785Z		
1991381321	075d0752-d817-498f-8be8-3c7797844fde	POPA_TURTLES_957	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	PT		dfad10f6-d84b-4fa2-b6d0-df2a3eb38b65	38.65	-27.35	1000.0						2003-07-10T10:30:00Z	10	7	2003	9789983	9789983	HUMAN_OBSERVATION	POPA/IMAR	POPA_TURTLES	POPA_TURTLES_957				CC_BY_NC_4_0		popa observers			2019-02-08T14:42:28.809Z		
1991381319	075d0752-d817-498f-8be8-3c7797844fde	POPA_TURTLES_956	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	PT		dfad10f6-d84b-4fa2-b6d0-df2a3eb38b65	38.85	-27.63	1000.0						2003-07-08T14:20:00Z	8	7	2003	9789983	9789983	HUMAN_OBSERVATION	POPA/IMAR	POPA_TURTLES	POPA_TURTLES_956				CC_BY_NC_4_0		popa observers			2019-02-08T14:42:28.823Z		
1991381297	075d0752-d817-498f-8be8-3c7797844fde	POPA_TURTLES_911	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	PT		dfad10f6-d84b-4fa2-b6d0-df2a3eb38b65	38.52	-27.23	1000.0						2003-06-20T17:57:00Z	20	6	2003	9789983	9789983	HUMAN_OBSERVATION	POPA/IMAR	POPA_TURTLES	POPA_TURTLES_911				CC_BY_NC_4_0		popa observers			2019-02-08T14:42:28.773Z		
1991381260	075d0752-d817-498f-8be8-3c7797844fde	POPA_TURTLES_887	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	PT		dfad10f6-d84b-4fa2-b6d0-df2a3eb38b65	38.65	-28.67	1000.0						2002-10-09T12:48:00Z	9	10	2002	9789983	9789983	HUMAN_OBSERVATION	POPA/IMAR	POPA_TURTLES	POPA_TURTLES_887				CC_BY_NC_4_0		popa observers			2019-02-08T14:42:28.712Z		
1991381247	075d0752-d817-498f-8be8-3c7797844fde	POPA_TURTLES_895	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	PT		dfad10f6-d84b-4fa2-b6d0-df2a3eb38b65	37.65	-29.05	1000.0						2003-06-18T10:28:00Z	18	6	2003	9789983	9789983	HUMAN_OBSERVATION	POPA/IMAR	POPA_TURTLES	POPA_TURTLES_895				CC_BY_NC_4_0		popa observers			2019-02-08T14:42:28.727Z		
1991381246	075d0752-d817-498f-8be8-3c7797844fde	POPA_TURTLES_880	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	PT		dfad10f6-d84b-4fa2-b6d0-df2a3eb38b65	38.53	-27.7	1000.0						2002-08-04T10:54:00Z	4	8	2002	9789983	9789983	HUMAN_OBSERVATION	POPA/IMAR	POPA_TURTLES	POPA_TURTLES_880				CC_BY_NC_4_0		popa observers			2019-02-08T14:42:28.714Z		
1991381234	075d0752-d817-498f-8be8-3c7797844fde	POPA_TURTLES_882	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	PT		dfad10f6-d84b-4fa2-b6d0-df2a3eb38b65	38.38	-28.05	1000.0						2002-08-28T18:11:00Z	28	8	2002	9789983	9789983	HUMAN_OBSERVATION	POPA/IMAR	POPA_TURTLES	POPA_TURTLES_882				CC_BY_NC_4_0		popa observers			2019-02-08T14:42:28.675Z		
1991381216	075d0752-d817-498f-8be8-3c7797844fde	POPA_TURTLES_836	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	PT		dfad10f6-d84b-4fa2-b6d0-df2a3eb38b65	37.82	-26.08	1000.0						2002-06-17T13:01:00Z	17	6	2002	9789983	9789983	HUMAN_OBSERVATION	POPA/IMAR	POPA_TURTLES	POPA_TURTLES_836				CC_BY_NC_4_0		popa observers			2019-02-08T14:42:28.669Z		
1991381193	075d0752-d817-498f-8be8-3c7797844fde	POPA_TURTLES_849	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	PT		dfad10f6-d84b-4fa2-b6d0-df2a3eb38b65	38.32	-28.18	1000.0						2002-06-17T13:46:00Z	17	6	2002	9789983	9789983	HUMAN_OBSERVATION	POPA/IMAR	POPA_TURTLES	POPA_TURTLES_849				CC_BY_NC_4_0		popa observers			2019-02-08T14:42:28.658Z		
1991381154	075d0752-d817-498f-8be8-3c7797844fde	POPA_TURTLES_794	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	PT		dfad10f6-d84b-4fa2-b6d0-df2a3eb38b65	38.73	-29.0	1000.0						2002-06-25T16:00:00Z	25	6	2002	9789983	9789983	HUMAN_OBSERVATION	POPA/IMAR	POPA_TURTLES	POPA_TURTLES_794				CC_BY_NC_4_0		popa observers			2019-02-08T14:42:28.546Z		
1991381148	075d0752-d817-498f-8be8-3c7797844fde	POPA_TURTLES_808	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	PT		dfad10f6-d84b-4fa2-b6d0-df2a3eb38b65	39.48	-27.88	1000.0						2002-07-15T20:38:00Z	15	7	2002	9789983	9789983	HUMAN_OBSERVATION	POPA/IMAR	POPA_TURTLES	POPA_TURTLES_808				CC_BY_NC_4_0		popa observers			2019-02-08T14:42:28.589Z		
1991381142	075d0752-d817-498f-8be8-3c7797844fde	POPA_TURTLES_789	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	PT		dfad10f6-d84b-4fa2-b6d0-df2a3eb38b65	38.67	-28.88	1000.0						2002-06-22T16:54:00Z	22	6	2002	9789983	9789983	HUMAN_OBSERVATION	POPA/IMAR	POPA_TURTLES	POPA_TURTLES_789				CC_BY_NC_4_0		popa observers			2019-02-08T14:42:28.589Z		
1991381124	075d0752-d817-498f-8be8-3c7797844fde	POPA_TURTLES_75	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	PT		dfad10f6-d84b-4fa2-b6d0-df2a3eb38b65	37.68	-25.22	1000.0						2000-06-21T10:40:00Z	21	6	2000	9789983	9789983	HUMAN_OBSERVATION	POPA/IMAR	POPA_TURTLES	POPA_TURTLES_75				CC_BY_NC_4_0		popa observers			2019-02-08T14:42:28.532Z		
1991381121	075d0752-d817-498f-8be8-3c7797844fde	POPA_TURTLES_742	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	PT		dfad10f6-d84b-4fa2-b6d0-df2a3eb38b65	39.47	-27.82	1000.0						2002-07-16T09:47:00Z	16	7	2002	9789983	9789983	HUMAN_OBSERVATION	POPA/IMAR	POPA_TURTLES	POPA_TURTLES_742				CC_BY_NC_4_0		popa observers			2019-02-08T14:42:28.588Z		
1991381057	075d0752-d817-498f-8be8-3c7797844fde	POPA_TURTLES_741	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	PT		dfad10f6-d84b-4fa2-b6d0-df2a3eb38b65	39.52	-27.82	1000.0						2002-07-16T10:06:00Z	16	7	2002	9789983	9789983	HUMAN_OBSERVATION	POPA/IMAR	POPA_TURTLES	POPA_TURTLES_741				CC_BY_NC_4_0		popa observers			2019-02-08T14:42:28.492Z		
1991381010	075d0752-d817-498f-8be8-3c7797844fde	POPA_TURTLES_697	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	PT		dfad10f6-d84b-4fa2-b6d0-df2a3eb38b65	39.48	-30.08	1000.0						2002-07-13T11:21:00Z	13	7	2002	9789983	9789983	HUMAN_OBSERVATION	POPA/IMAR	POPA_TURTLES	POPA_TURTLES_697				CC_BY_NC_4_0		popa observers			2019-02-08T14:42:28.409Z		
1991380945	075d0752-d817-498f-8be8-3c7797844fde	POPA_TURTLES_584	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	PT		dfad10f6-d84b-4fa2-b6d0-df2a3eb38b65	38.6	-28.08	1000.0						2001-08-03T11:11:00Z	3	8	2001	9789983	9789983	HUMAN_OBSERVATION	POPA/IMAR	POPA_TURTLES	POPA_TURTLES_584				CC_BY_NC_4_0		popa observers			2019-02-08T14:42:28.335Z		
1991380929	075d0752-d817-498f-8be8-3c7797844fde	POPA_TURTLES_535	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	PT		dfad10f6-d84b-4fa2-b6d0-df2a3eb38b65	38.28	-26.82	1000.0						2000-06-09T16:22:00Z	9	6	2000	9789983	9789983	HUMAN_OBSERVATION	POPA/IMAR	POPA_TURTLES	POPA_TURTLES_535				CC_BY_NC_4_0		popa observers			2019-02-08T14:42:28.301Z		
1991380924	075d0752-d817-498f-8be8-3c7797844fde	POPA_TURTLES_577	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	PT		dfad10f6-d84b-4fa2-b6d0-df2a3eb38b65	38.57	-28.77	1000.0						2001-08-05T13:24:00Z	5	8	2001	9789983	9789983	HUMAN_OBSERVATION	POPA/IMAR	POPA_TURTLES	POPA_TURTLES_577				CC_BY_NC_4_0		popa observers			2019-02-08T14:42:28.283Z		
1991380864	075d0752-d817-498f-8be8-3c7797844fde	POPA_TURTLES_533	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	PT		dfad10f6-d84b-4fa2-b6d0-df2a3eb38b65	38.77	-27.98	1000.0						2000-07-10T13:59:00Z	10	7	2000	9789983	9789983	HUMAN_OBSERVATION	POPA/IMAR	POPA_TURTLES	POPA_TURTLES_533				CC_BY_NC_4_0		popa observers			2019-02-08T14:42:28.244Z		
1991380825	075d0752-d817-498f-8be8-3c7797844fde	POPA_TURTLES_530	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	PT		dfad10f6-d84b-4fa2-b6d0-df2a3eb38b65	37.67	-29.22	1000.0						2000-07-11T14:00:00Z	11	7	2000	9789983	9789983	HUMAN_OBSERVATION	POPA/IMAR	POPA_TURTLES	POPA_TURTLES_530				CC_BY_NC_4_0		popa observers			2019-02-08T14:42:28.166Z		
1991380796	075d0752-d817-498f-8be8-3c7797844fde	POPA_TURTLES_453	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	PT		dfad10f6-d84b-4fa2-b6d0-df2a3eb38b65	37.55	-28.78	1000.0						2000-07-11T12:05:00Z	11	7	2000	9789983	9789983	HUMAN_OBSERVATION	POPA/IMAR	POPA_TURTLES	POPA_TURTLES_453				CC_BY_NC_4_0		popa observers			2019-02-08T14:42:28.201Z		
1991380768	075d0752-d817-498f-8be8-3c7797844fde	POPA_TURTLES_41	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	PT		dfad10f6-d84b-4fa2-b6d0-df2a3eb38b65	38.65	-27.93	1000.0						2000-08-25T18:07:00Z	25	8	2000	9789983	9789983	HUMAN_OBSERVATION	POPA/IMAR	POPA_TURTLES	POPA_TURTLES_41				CC_BY_NC_4_0		popa observers			2019-02-08T14:42:28.124Z		
1991380738	075d0752-d817-498f-8be8-3c7797844fde	POPA_TURTLES_414	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	PT		dfad10f6-d84b-4fa2-b6d0-df2a3eb38b65	37.88	-29.15	1000.0						2000-05-26T09:45:00Z	26	5	2000	9789983	9789983	HUMAN_OBSERVATION	POPA/IMAR	POPA_TURTLES	POPA_TURTLES_414				CC_BY_NC_4_0		popa observers			2019-02-08T14:42:28.086Z		
1991380678	075d0752-d817-498f-8be8-3c7797844fde	POPA_TURTLES_3578	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	PT		dfad10f6-d84b-4fa2-b6d0-df2a3eb38b65	38.3448	-26.1396	100.0						2015-07-28T10:38:00Z	28	7	2015	9789983	9789983	HUMAN_OBSERVATION	POPA/IMAR	POPA_TURTLES	POPA_TURTLES_3578				CC_BY_NC_4_0		popa observers			2019-02-08T14:42:27.986Z		
1991380666	075d0752-d817-498f-8be8-3c7797844fde	POPA_TURTLES_3597	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	PT		dfad10f6-d84b-4fa2-b6d0-df2a3eb38b65	36.565	-25.0997	100.0						2015-08-19T10:44:00Z	19	8	2015	9789983	9789983	HUMAN_OBSERVATION	POPA/IMAR	POPA_TURTLES	POPA_TURTLES_3597				CC_BY_NC_4_0		popa observers			2019-02-08T14:42:27.914Z		
1991380639	075d0752-d817-498f-8be8-3c7797844fde	POPA_TURTLES_3585	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	PT		dfad10f6-d84b-4fa2-b6d0-df2a3eb38b65	37.8915	-25.163	100.0						2015-06-16T17:52:00Z	16	6	2015	9789983	9789983	HUMAN_OBSERVATION	POPA/IMAR	POPA_TURTLES	POPA_TURTLES_3585				CC_BY_NC_4_0		popa observers			2019-02-08T14:42:27.892Z		
1991380567	075d0752-d817-498f-8be8-3c7797844fde	POPA_TURTLES_3521	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	PT		dfad10f6-d84b-4fa2-b6d0-df2a3eb38b65	36.9012	-24.002	100.0						2015-07-09T09:25:00Z	9	7	2015	9789983	9789983	HUMAN_OBSERVATION	POPA/IMAR	POPA_TURTLES	POPA_TURTLES_3521				CC_BY_NC_4_0		popa observers			2019-02-08T14:42:27.775Z		
1991380550	075d0752-d817-498f-8be8-3c7797844fde	POPA_TURTLES_3484	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	PT		dfad10f6-d84b-4fa2-b6d0-df2a3eb38b65	38.654	-26.0175	100.0						2015-07-12T13:15:00Z	12	7	2015	9789983	9789983	HUMAN_OBSERVATION	POPA/IMAR	POPA_TURTLES	POPA_TURTLES_3484				CC_BY_NC_4_0		popa observers			2019-02-08T14:42:27.750Z		
1991380486	075d0752-d817-498f-8be8-3c7797844fde	POPA_TURTLES_3448	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	PT		dfad10f6-d84b-4fa2-b6d0-df2a3eb38b65	38.602	-29.0282	100.0						2015-06-14T16:30:00Z	14	6	2015	9789983	9789983	HUMAN_OBSERVATION	POPA/IMAR	POPA_TURTLES	POPA_TURTLES_3448				CC_BY_NC_4_0		popa observers			2019-02-08T14:42:27.647Z		
1991380470	075d0752-d817-498f-8be8-3c7797844fde	POPA_TURTLES_3447	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	PT		dfad10f6-d84b-4fa2-b6d0-df2a3eb38b65	38.6533	-28.0829	100.0						2015-06-12T18:32:00Z	12	6	2015	9789983	9789983	HUMAN_OBSERVATION	POPA/IMAR	POPA_TURTLES	POPA_TURTLES_3447				CC_BY_NC_4_0		popa observers			2019-02-08T14:42:27.664Z		
1991380431	075d0752-d817-498f-8be8-3c7797844fde	POPA_TURTLES_3444	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	PT		dfad10f6-d84b-4fa2-b6d0-df2a3eb38b65	37.9443	-29.0992	100.0						2015-06-10T08:58:00Z	10	6	2015	9789983	9789983	HUMAN_OBSERVATION	POPA/IMAR	POPA_TURTLES	POPA_TURTLES_3444				CC_BY_NC_4_0		popa observers			2019-02-08T14:42:27.562Z		
1991380393	075d0752-d817-498f-8be8-3c7797844fde	POPA_TURTLES_3379	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	PT		dfad10f6-d84b-4fa2-b6d0-df2a3eb38b65	38.6877	-26.1463	100.0						2014-07-04T11:45:00Z	4	7	2014	9789983	9789983	HUMAN_OBSERVATION	POPA/IMAR	POPA_TURTLES	POPA_TURTLES_3379				CC_BY_NC_4_0		popa observers			2019-02-08T14:42:27.523Z		
1991380295	075d0752-d817-498f-8be8-3c7797844fde	POPA_TURTLES_3272	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	PT		dfad10f6-d84b-4fa2-b6d0-df2a3eb38b65	38.3832	-28.8751	100.0						2013-08-18T09:16:00Z	18	8	2013	9789983	9789983	HUMAN_OBSERVATION	POPA/IMAR	POPA_TURTLES	POPA_TURTLES_3272				CC_BY_NC_4_0		popa observers			2019-02-08T14:42:27.374Z		
1991380239	075d0752-d817-498f-8be8-3c7797844fde	POPA_TURTLES_3235	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	PT		dfad10f6-d84b-4fa2-b6d0-df2a3eb38b65	38.6048	-29.1266	100.0						2013-06-18T17:58:00Z	18	6	2013	9789983	9789983	HUMAN_OBSERVATION	POPA/IMAR	POPA_TURTLES	POPA_TURTLES_3235				CC_BY_NC_4_0		popa observers			2019-02-08T14:42:27.202Z		
1991380233	075d0752-d817-498f-8be8-3c7797844fde	POPA_TURTLES_3211	Animalia	Chordata	Reptilia	Testudines	Dermochelyidae	Dermochelys	Dermochelys coriacea		SPECIES	Dermochelys coriacea (Vandelli, 1761)	PT		dfad10f6-d84b-4fa2-b6d0-df2a3eb38b65	39.3528	-29.952	100.0						2013-07-09T16:15:00Z	9	7	2013	9789983	9789983	HUMAN_OBSERVATION	POPA/IMAR	POPA_TURTLES	POPA_TURTLES_3211				CC_BY_NC_4_0		popa observers			2019-02-08T14:42:27.231Z		
